ticket_id,trip_id,route_id,origin_stop_id,dest_stop_id,origin_stop_name,dest_stop_name,origin_sequence,dest_sequence,distance_km,fare_inr,passenger_count,total_amount_inr,payment_mode,concession_type,timestamp,synthetic_flag
TKT_20260829_10013_0046,10013,1324,22135,22461,Kadugondanahalli Police Station,Sarayipalya,13,22,3.217,10.0,1,10.0,upi,none,2026-08-29T10:27:18Z,True
TKT_20260829_10013_0047,10013,1324,22172,22461,Kadugondanahalli Railway Gate,Sarayipalya,14,22,2.603,10.0,1,10.0,cash,none,2026-08-29T10:29:54Z,True
TKT_20260829_10013_0048,10013,1324,22172,22461,Kadugondanahalli Railway Gate,Sarayipalya,14,22,2.603,10.0,1,10.0,upi,none,2026-08-29T10:30:06Z,True
TKT_20260829_10013_0049,10013,1324,22172,22540,Kadugondanahalli Railway Gate,Thanisandra,14,24,3.671,10.0,1,10.0,cash,none,2026-08-29T10:31:40Z,True
TKT_20260829_10013_0050,10013,1324,22172,22429,Kadugondanahalli Railway Gate,RK Hegde Nagara,14,27,5.391,15.0,1,15.0,cash,none,2026-08-29T10:29:43Z,True
TKT_20260829_10013_0051,10013,1324,22172,38787,Kadugondanahalli Railway Gate,M S Nagara (Thirumenahalli),14,33,8.26,18.0,1,18.0,upi,none,2026-08-29T10:30:40Z,True
TKT_20260829_10013_0052,10013,1324,21656,22600,Arebic College,Vidyasagara,15,21,1.875,5.0,1,5.0,cash,none,2026-08-29T10:33:23Z,True
TKT_20260829_10013_0053,10013,1324,21656,22429,Arebic College,RK Hegde Nagara,15,27,4.899,15.0,1,15.0,cash,none,2026-08-29T10:33:05Z,True
TKT_20260829_10013_0054,10013,1324,21656,22429,Arebic College,RK Hegde Nagara,15,27,4.899,15.0,1,15.0,cash,none,2026-08-29T10:33:34Z,True
TKT_20260829_10013_0055,10013,1324,21656,27778,Arebic College,Purvankara Northern Destiny Bellahalli,15,32,7.609,18.0,1,18.0,cash,none,2026-08-29T10:32:13Z,True
TKT_20260829_10013_0056,10013,1324,21656,38787,Arebic College,M S Nagara (Thirumenahalli),15,33,7.768,18.0,1,18.0,cash,none,2026-08-29T10:33:34Z,True
TKT_20260829_10013_0057,10013,1324,21976,21667,Govindapura Cross,Ashwath Nagara,16,23,2.488,10.0,1,10.0,cash,none,2026-08-29T10:34:50Z,True
TKT_20260829_10013_0058,10013,1324,21976,22429,Govindapura Cross,RK Hegde Nagara,16,27,4.622,15.0,1,15.0,cash,none,2026-08-29T10:34:48Z,True
TKT_20260829_10013_0059,10013,1324,21976,27778,Govindapura Cross,Purvankara Northern Destiny Bellahalli,16,32,7.332,18.0,1,18.0,cash,none,2026-08-29T10:33:40Z,True
TKT_20260829_10013_0060,10013,1324,21966,22383,Glass Factory,Nagavara Junction Petrol Bunk,17,20,0.889,5.0,1,5.0,cash,none,2026-08-29T10:35:55Z,True
TKT_20260829_10013_0061,10013,1324,21966,22429,Glass Factory,RK Hegde Nagara,17,27,4.417,15.0,1,15.0,upi,none,2026-08-29T10:35:32Z,True
TKT_20260829_10013_0062,10013,1324,22326,21667,Nagawara,Ashwath Nagara,18,23,1.934,5.0,1,5.0,upi,none,2026-08-29T10:37:28Z,True
TKT_20260829_10013_0063,10013,1324,22326,22429,Nagawara,RK Hegde Nagara,18,27,4.068,15.0,1,15.0,cash,none,2026-08-29T10:36:53Z,True
TKT_20260829_10013_0064,10013,1324,22326,22187,Nagawara,Koli Farm,18,28,4.33,15.0,1,15.0,cash,none,2026-08-29T10:36:45Z,True
TKT_20260829_10013_0065,10013,1324,22326,38787,Nagawara,M S Nagara (Thirumenahalli),18,33,6.937,18.0,1,18.0,cash,none,2026-08-29T10:36:50Z,True
TKT_20260829_10013_0066,10013,1324,22326,22458,Nagawara,Sapthagiri Layout,18,38,10.064,20.0,1,20.0,upi,none,2026-08-29T10:36:22Z,True
TKT_20260829_10013_0067,10013,1324,35837,21667,Nagawara Junction,Ashwath Nagara,19,23,1.621,5.0,1,5.0,cash,none,2026-08-29T10:38:39Z,True
TKT_20260829_10013_0068,10013,1324,22383,22600,Nagavara Junction Petrol Bunk,Vidyasagara,20,21,0.504,5.0,1,5.0,cash,none,2026-08-29T10:38:45Z,True
TKT_20260829_10013_0069,10013,1324,22383,22187,Nagavara Junction Petrol Bunk,Koli Farm,20,28,3.79,10.0,1,10.0,cash,none,2026-08-29T10:39:54Z,True
TKT_20260829_10013_0070,10013,1324,22383,22088,Nagavara Junction Petrol Bunk,Ittige Factory,20,35,7.486,0.0,1,0.0,pass_card,daily_pass,2026-08-29T10:38:20Z,True
TKT_20260829_10013_0071,10013,1324,22600,22429,Vidyasagara,RK Hegde Nagara,21,27,3.024,10.0,1,10.0,cash,none,2026-08-29T10:40:40Z,True
TKT_20260829_10013_0072,10013,1324,22600,21847,Vidyasagara,Chokkanahalli Gate,21,30,4.491,15.0,1,15.0,upi,none,2026-08-29T10:40:38Z,True
TKT_20260829_10013_0073,10013,1324,22600,22556,Vidyasagara,Thirumenahalli Cross (KNS College),21,31,4.92,15.0,1,15.0,cash,none,2026-08-29T10:40:10Z,True
TKT_20260829_10013_0074,10013,1324,22600,22088,Vidyasagara,Ittige Factory,21,35,6.982,18.0,1,18.0,upi,none,2026-08-29T10:41:12Z,True
TKT_20260829_10013_0075,10013,1324,22600,22185,Vidyasagara,Kogilu Cross,21,40,10.052,20.0,1,20.0,upi,none,2026-08-29T10:41:36Z,True
TKT_20260829_10013_0076,10013,1324,22461,21777,Sarayipalya,Book Factory Thanisandra,22,25,1.678,5.0,1,5.0,cash,none,2026-08-29T10:41:14Z,True
TKT_20260829_10013_0077,10013,1324,22461,21739,Sarayipalya,Bellahalli Cross,22,34,6.11,18.0,1,18.0,cash,none,2026-08-29T10:41:45Z,True
TKT_20260829_10013_0078,10013,1324,21667,22645_PF3,Ashwath Nagara,Yelahanka Santhe Circle - Platform 3,23,41,9.907,18.0,1,18.0,upi,none,2026-08-29T10:44:32Z,True
TKT_20260829_10013_0079,10013,1324,22540,22088,Thanisandra,Ittige Factory,24,35,5.678,15.0,1,15.0,cash,none,2026-08-29T10:46:00Z,True
TKT_20260829_10013_0080,10013,1324,22540,22182,Thanisandra,Kogilu,24,37,7.09,18.0,1,18.0,upi,none,2026-08-29T10:47:35Z,True
TKT_20260829_10013_0081,10013,1324,21777,22088,Book Factory Thanisandra,Ittige Factory,25,35,5.068,15.0,1,15.0,upi,none,2026-08-29T10:48:58Z,True
TKT_20260829_10013_0082,10013,1324,21777,22514,Book Factory Thanisandra,Srinivasapura Kogilu,25,36,5.686,15.0,1,15.0,upi,none,2026-08-29T10:50:29Z,True
TKT_20260829_10013_0083,10013,1324,21777,22182,Book Factory Thanisandra,Kogilu,25,37,6.48,18.0,1,18.0,cash,none,2026-08-29T10:48:48Z,True
TKT_20260829_10013_0084,10013,1324,22125,22366,K Narayanapura Cross,Noor Nagara,26,29,1.309,5.0,1,5.0,upi,none,2026-08-29T10:53:48Z,True
TKT_20260829_10013_0085,10013,1324,22429,27778,RK Hegde Nagara,Purvankara Northern Destiny Bellahalli,27,32,2.71,10.0,1,10.0,upi,none,2026-08-29T10:55:15Z,True
TKT_20260829_10013_0086,10013,1324,22429,22458,RK Hegde Nagara,Sapthagiri Layout,27,38,5.996,15.0,1,15.0,cash,none,2026-08-29T10:54:25Z,True
TKT_20260829_10013_0087,10013,1324,22429,22645_PF3,RK Hegde Nagara,Yelahanka Santhe Circle - Platform 3,27,41,7.773,18.0,1,18.0,upi,none,2026-08-29T10:55:23Z,True
TKT_20260829_10013_0088,10013,1324,22187,22088,Koli Farm,Ittige Factory,28,35,3.696,10.0,1,10.0,cash,none,2026-08-29T10:56:39Z,True
TKT_20260829_10013_0089,10013,1324,22187,22182,Koli Farm,Kogilu,28,37,5.108,15.0,1,15.0,cash,none,2026-08-29T10:56:10Z,True
TKT_20260829_10013_0090,10013,1324,22366,22182,Noor Nagara,Kogilu,29,37,4.433,15.0,2,30.0,cash,none,2026-08-29T10:58:08Z,True
TKT_20260829_10013_0091,10013,1324,21847,22458,Chokkanahalli Gate,Sapthagiri Layout,30,38,4.529,15.0,1,15.0,cash,none,2026-08-29T11:00:25Z,True
TKT_20260829_10013_0092,10013,1324,21847,22458,Chokkanahalli Gate,Sapthagiri Layout,30,38,4.529,0.0,1,0.0,pass_card,daily_pass,2026-08-29T11:01:21Z,True
TKT_20260829_10013_0093,10013,1324,22556,38787,Thirumenahalli Cross (KNS College),M S Nagara (Thirumenahalli),31,33,0.973,5.0,1,5.0,upi,none,2026-08-29T11:03:56Z,True
TKT_20260829_10013_0094,10013,1324,22556,22458,Thirumenahalli Cross (KNS College),Sapthagiri Layout,31,38,4.1,15.0,1,15.0,upi,none,2026-08-29T11:03:45Z,True
TKT_20260829_10013_0095,10013,1324,22556,22267,Thirumenahalli Cross (KNS College),Maruthi Nagara,31,39,4.556,0.0,1,0.0,pass_card,daily_pass,2026-08-29T11:02:24Z,True
TKT_20260829_10013_0096,10013,1324,22556,22645_PF3,Thirumenahalli Cross (KNS College),Yelahanka Santhe Circle - Platform 3,31,42,5.877,15.0,1,15.0,cash,none,2026-08-29T11:02:06Z,True
TKT_20260829_10013_0097,10013,1324,27778,22514,Purvankara Northern Destiny Bellahalli,Srinivasapura Kogilu,32,36,1.866,5.0,1,5.0,cash,none,2026-08-29T11:06:55Z,True
TKT_20260829_10013_0098,10013,1324,27778,22645_PF3,Purvankara Northern Destiny Bellahalli,Yelahanka Santhe Circle - Platform 3,32,42,5.063,15.0,1,15.0,cash,none,2026-08-29T11:06:31Z,True
TKT_20260829_10013_0099,10013,1324,38787,22182,M S Nagara (Thirumenahalli),Kogilu,33,37,2.501,10.0,1,10.0,cash,none,2026-08-29T11:07:21Z,True
TKT_20260829_10013_0100,10013,1324,38787,22267,M S Nagara (Thirumenahalli),Maruthi Nagara,33,39,3.583,0.0,1,0.0,pass_card,daily_pass,2026-08-29T11:07:46Z,True
TKT_20260829_10013_0101,10013,1324,38787,22645_PF3,M S Nagara (Thirumenahalli),Yelahanka Santhe Circle - Platform 3,33,41,4.904,15.0,1,15.0,cash,none,2026-08-29T11:07:32Z,True
TKT_20260829_10013_0102,10013,1324,21739,22267,Bellahalli Cross,Maruthi Nagara,34,39,3.13,10.0,1,10.0,upi,none,2026-08-29T11:10:01Z,True
TKT_20260829_10013_0103,10013,1324,21739,22267,Bellahalli Cross,Maruthi Nagara,34,39,3.13,10.0,1,10.0,cash,none,2026-08-29T11:08:56Z,True
TKT_20260829_10013_0104,10013,1324,22088,22514,Ittige Factory,Srinivasapura Kogilu,35,36,0.618,5.0,1,5.0,cash,none,2026-08-29T11:12:20Z,True
TKT_20260829_10013_0105,10013,1324,22514,22458,Srinivasapura Kogilu,Sapthagiri Layout,36,38,1.42,5.0,1,5.0,cash,none,2026-08-29T11:14:29Z,True
TKT_20260829_10013_0106,10013,1324,22514,22645_PF3,Srinivasapura Kogilu,Yelahanka Santhe Circle - Platform 3,36,42,3.197,10.0,1,10.0,cash,none,2026-08-29T11:13:57Z,True
TKT_20260829_10013_0107,10013,1324,22182,22645_PF3,Kogilu,Yelahanka Santhe Circle - Platform 3,37,42,2.403,10.0,1,10.0,cash,none,2026-08-29T11:18:43Z,True
TKT_20260829_10013_0108,10013,1324,22182,22645_PF3,Kogilu,Yelahanka Santhe Circle - Platform 3,37,42,2.403,10.0,1,10.0,cash,none,2026-08-29T11:17:22Z,True
TKT_20260829_10013_0109,10013,1324,22458,22185,Sapthagiri Layout,Kogilu Cross,38,40,1.032,5.0,1,5.0,cash,none,2026-08-29T11:21:03Z,True
TKT_20260829_10013_0110,10013,1324,22458,22645_PF3,Sapthagiri Layout,Yelahanka Santhe Circle - Platform 3,38,41,1.777,0.0,1,0.0,pass_card,daily_pass,2026-08-29T11:20:30Z,True
TKT_20260829_10013_0111,10013,1324,22267,22645_PF3,Maruthi Nagara,Yelahanka Santhe Circle - Platform 3,39,41,1.321,5.0,1,5.0,cash,none,2026-08-29T11:22:34Z,True
TKT_20260829_10013_0112,10013,1324,22267,22645_PF3,Maruthi Nagara,Yelahanka Santhe Circle - Platform 3,39,41,1.321,5.0,1,5.0,upi,none,2026-08-29T11:23:03Z,True
TKT_20260829_10013_0113,10013,1324,22267,22645_PF3,Maruthi Nagara,Yelahanka Santhe Circle - Platform 3,39,42,1.321,5.0,1,5.0,cash,none,2026-08-29T11:22:24Z,True
TKT_20260829_10013_0114,10013,1324,22267,22645_PF3,Maruthi Nagara,Yelahanka Santhe Circle - Platform 3,39,42,1.321,5.0,1,5.0,upi,none,2026-08-29T11:22:22Z,True
TKT_20260829_10014_0001,10014,1324,21172,21912,Shivajinagara Bus Station,Doddy,1,7,4.154,15.0,1,15.0,cash,none,2026-08-29T10:04:12Z,True
TKT_20260829_10014_0002,10014,1324,21172,22596,Shivajinagara Bus Station,Venkateshapura,1,12,5.725,0.0,1,0.0,pass_card,daily_pass,2026-08-29T10:04:48Z,True
TKT_20260829_10014_0003,10014,1324,21172,22596,Shivajinagara Bus Station,Venkateshapura,1,12,5.725,15.0,1,15.0,cash,none,2026-08-29T10:04:54Z,True
TKT_20260829_10014_0004,10014,1324,21172,22135,Shivajinagara Bus Station,Kadugondanahalli Police Station,1,13,6.313,18.0,1,18.0,upi,none,2026-08-29T10:05:52Z,True
TKT_20260829_10014_0005,10014,1324,21172,35837,Shivajinagara Bus Station,Nagawara Junction,1,19,8.563,18.0,1,18.0,cash,none,2026-08-29T10:04:40Z,True
TKT_20260829_10014_0006,10014,1324,22068,22378,Indian Express,Periyar Nagara Circle,2,9,4.179,15.0,1,15.0,cash,none,2026-08-29T10:08:48Z,True
TKT_20260829_10014_0007,10014,1324,22068,22318,Indian Express,Muslim Colony,2,10,4.479,15.0,1,15.0,upi,none,2026-08-29T10:06:53Z,True
TKT_20260829_10014_0008,10014,1324,22068,21847,Indian Express,Chokkanahalli Gate,2,30,13.147,20.0,1,20.0,cash,none,2026-08-29T10:07:38Z,True
TKT_20260829_10014_0009,10014,1324,21869,22378,Cunningham Road,Periyar Nagara Circle,3,9,3.649,10.0,1,10.0,upi,none,2026-08-29T10:09:25Z,True
TKT_20260829_10014_0010,10014,1324,21869,21966,Cunningham Road,Glass Factory,3,17,6.733,18.0,1,18.0,cash,none,2026-08-29T10:09:51Z,True
TKT_20260829_10014_0011,10014,1324,22585,21912,Vasantha Nagara,Doddy,4,7,2.434,0.0,1,0.0,pass_card,daily_pass,2026-08-29T10:13:08Z,True
TKT_20260829_10014_0012,10014,1324,22585,22401,Vasantha Nagara,Postal and Telecom Colony,4,11,3.694,10.0,1,10.0,cash,none,2026-08-29T10:12:10Z,True
TKT_20260829_10014_0013,10014,1324,22585,22401,Vasantha Nagara,Postal and Telecom Colony,4,11,3.694,10.0,1,10.0,upi,none,2026-08-29T10:12:31Z,True
TKT_20260829_10014_0014,10014,1324,22585,22461,Vasantha Nagara,Sarayipalya,4,22,7.81,18.0,1,18.0,cash,none,2026-08-29T10:12:27Z,True
TKT_20260829_10014_0015,10014,1324,22585,21667,Vasantha Nagara,Ashwath Nagara,4,23,8.464,18.0,1,18.0,cash,none,2026-08-29T10:13:04Z,True
TKT_20260829_10014_0016,10014,1324,22585,27778,Vasantha Nagara,Purvankara Northern Destiny Bellahalli,4,32,13.308,20.0,1,20.0,cash,none,2026-08-29T10:11:57Z,True
TKT_20260829_10014_0017,10014,1324,21704,22596,Bamboo Bazar,Venkateshapura,5,12,3.091,10.0,1,10.0,upi,none,2026-08-29T10:16:37Z,True
TKT_20260829_10014_0018,10014,1324,21704,21976,Bamboo Bazar,Govindapura Cross,5,16,5.062,15.0,1,15.0,cash,none,2026-08-29T10:17:11Z,True
TKT_20260829_10014_0019,10014,1324,21704,21966,Bamboo Bazar,Glass Factory,5,17,5.267,15.0,1,15.0,cash,none,2026-08-29T10:16:21Z,True
TKT_20260829_10014_0020,10014,1324,21704,21966,Bamboo Bazar,Glass Factory,5,17,5.267,15.0,1,15.0,cash,none,2026-08-29T10:16:40Z,True
TKT_20260829_10014_0021,10014,1324,21704,22326,Bamboo Bazar,Nagawara,5,18,5.616,15.0,1,15.0,cash,none,2026-08-29T10:16:31Z,True
TKT_20260829_10014_0022,10014,1324,21704,22461,Bamboo Bazar,Sarayipalya,5,22,6.896,18.0,1,18.0,cash,none,2026-08-29T10:16:11Z,True
TKT_20260829_10014_0023,10014,1324,21704,21667,Bamboo Bazar,Ashwath Nagara,5,23,7.55,18.0,1,18.0,cash,none,2026-08-29T10:16:53Z,True
TKT_20260829_10014_0024,10014,1324,21859,22318,Coles Park,Muslim Colony,6,10,1.931,5.0,1,5.0,cash,none,2026-08-29T10:18:56Z,True
TKT_20260829_10014_0025,10014,1324,21859,21966,Coles Park,Glass Factory,6,17,4.715,15.0,1,15.0,cash,none,2026-08-29T10:19:16Z,True
TKT_20260829_10014_0026,10014,1324,21859,22326,Coles Park,Nagawara,6,18,5.064,15.0,1,15.0,cash,none,2026-08-29T10:19:35Z,True
TKT_20260829_10014_0027,10014,1324,21859,35837,Coles Park,Nagawara Junction,6,19,5.377,15.0,1,15.0,cash,none,2026-08-29T10:18:38Z,True
TKT_20260829_10014_0028,10014,1324,21859,21777,Coles Park,Book Factory Thanisandra,6,25,8.022,18.0,1,18.0,upi,none,2026-08-29T10:18:36Z,True
TKT_20260829_10014_0029,10014,1324,21912,22596,Doddy,Venkateshapura,7,12,1.571,5.0,1,5.0,cash,none,2026-08-29T10:22:55Z,True
TKT_20260829_10014_0030,10014,1324,21912,22596,Doddy,Venkateshapura,7,12,1.571,0.0,1,0.0,pass_card,daily_pass,2026-08-29T10:22:38Z,True
TKT_20260829_10014_0031,10014,1324,21912,21976,Doddy,Govindapura Cross,7,16,3.542,0.0,1,0.0,pass_card,daily_pass,2026-08-29T10:23:05Z,True
TKT_20260829_10014_0032,10014,1324,21912,22326,Doddy,Nagawara,7,18,4.096,15.0,1,15.0,upi,none,2026-08-29T10:22:46Z,True
TKT_20260829_10014_0033,10014,1324,21912,35837,Doddy,Nagawara Junction,7,19,4.409,15.0,1,15.0,cash,none,2026-08-29T10:22:29Z,True
TKT_20260829_10014_0034,10014,1324,21912,22600,Doddy,Vidyasagara,7,21,5.14,15.0,1,15.0,cash,none,2026-08-29T10:23:18Z,True
TKT_20260829_10014_0035,10014,1324,21912,22461,Doddy,Sarayipalya,7,22,5.376,15.0,1,15.0,cash,none,2026-08-29T10:23:57Z,True
TKT_20260829_10014_0036,10014,1324,21801,22172,Canara Bank Tannery Road,Kadugondanahalli Railway Gate,8,14,2.377,10.0,1,10.0,cash,none,2026-08-29T10:25:18Z,True
TKT_20260829_10014_0037,10014,1324,21801,21966,Canara Bank Tannery Road,Glass Factory,8,17,3.351,10.0,1,10.0,cash,none,2026-08-29T10:25:23Z,True
TKT_20260829_10014_0038,10014,1324,21801,35837,Canara Bank Tannery Road,Nagawara Junction,8,19,4.013,15.0,1,15.0,cash,none,2026-08-29T10:24:12Z,True
TKT_20260829_10014_0039,10014,1324,21801,22383,Canara Bank Tannery Road,Nagavara Junction Petrol Bunk,8,20,4.24,0.0,1,0.0,pass_card,daily_pass,2026-08-29T10:24:52Z,True
TKT_20260829_10014_0040,10014,1324,21801,21667,Canara Bank Tannery Road,Ashwath Nagara,8,23,5.634,15.0,1,15.0,cash,none,2026-08-29T10:25:24Z,True
TKT_20260829_10014_0041,10014,1324,21801,22125,Canara Bank Tannery Road,K Narayanapura Cross,8,26,7.396,0.0,1,0.0,pass_card,daily_pass,2026-08-29T10:26:07Z,True
TKT_20260829_10014_0042,10014,1324,22378,22088,Periyar Nagara Circle,Ittige Factory,9,35,11.459,20.0,1,20.0,cash,none,2026-08-29T10:26:17Z,True
TKT_20260829_10014_0043,10014,1324,22318,22172,Muslim Colony,Kadugondanahalli Railway Gate,10,14,1.81,5.0,1,5.0,cash,none,2026-08-29T10:28:30Z,True
TKT_20260829_10014_0044,10014,1324,22318,35837,Muslim Colony,Nagawara Junction,10,19,3.446,10.0,1,10.0,upi,none,2026-08-29T10:26:50Z,True
TKT_20260829_10014_0045,10014,1324,22318,22600,Muslim Colony,Vidyasagara,10,21,4.177,15.0,1,15.0,upi,none,2026-08-29T10:27:48Z,True
TKT_20260829_10014_0046,10014,1324,22318,21777,Muslim Colony,Book Factory Thanisandra,10,25,6.091,18.0,1,18.0,cash,none,2026-08-29T10:27:57Z,True
TKT_20260829_10014_0047,10014,1324,22401,22461,Postal and Telecom Colony,Sarayipalya,11,22,4.116,15.0,1,15.0,cash,none,2026-08-29T10:27:58Z,True
TKT_20260829_10014_0048,10014,1324,22401,22429,Postal and Telecom Colony,RK Hegde Nagara,11,27,6.904,18.0,1,18.0,cash,none,2026-08-29T10:28:54Z,True
TKT_20260829_10014_0049,10014,1324,22596,21656,Venkateshapura,Arebic College,12,15,1.694,5.0,1,5.0,upi,none,2026-08-29T10:29:30Z,True
TKT_20260829_10014_0050,10014,1324,22596,22600,Venkateshapura,Vidyasagara,12,21,3.569,0.0,1,0.0,pass_card,daily_pass,2026-08-29T10:31:11Z,True
TKT_20260829_10014_0051,10014,1324,22596,27778,Venkateshapura,Purvankara Northern Destiny Bellahalli,12,32,9.303,0.0,1,0.0,pass_card,daily_pass,2026-08-29T10:31:10Z,True
TKT_20260829_10014_0052,10014,1324,22135,21667,Kadugondanahalli Police Station,Ashwath Nagara,13,23,3.871,10.0,1,10.0,cash,none,2026-08-29T10:33:22Z,True
TKT_20260829_10014_0053,10014,1324,22172,35837,Kadugondanahalli Railway Gate,Nagawara Junction,14,19,1.636,5.0,1,5.0,upi,none,2026-08-29T10:36:10Z,True
TKT_20260829_10014_0054,10014,1324,22172,22461,Kadugondanahalli Railway Gate,Sarayipalya,14,22,2.603,10.0,1,10.0,cash,none,2026-08-29T10:36:11Z,True
TKT_20260829_10014_0055,10014,1324,22172,21667,Kadugondanahalli Railway Gate,Ashwath Nagara,14,23,3.257,10.0,1,10.0,cash,none,2026-08-29T10:35:13Z,True
TKT_20260829_10014_0056,10014,1324,22172,21777,Kadugondanahalli Railway Gate,Book Factory Thanisandra,14,25,4.281,15.0,1,15.0,cash,none,2026-08-29T10:35:34Z,True
TKT_20260829_10014_0057,10014,1324,22172,21847,Kadugondanahalli Railway Gate,Chokkanahalli Gate,14,30,6.858,18.0,1,18.0,upi,none,2026-08-29T10:35:38Z,True
TKT_20260829_10014_0058,10014,1324,22172,38787,Kadugondanahalli Railway Gate,M S Nagara (Thirumenahalli),14,33,8.26,18.0,1,18.0,cash,none,2026-08-29T10:35:32Z,True
TKT_20260829_10014_0059,10014,1324,21656,35837,Arebic College,Nagawara Junction,15,19,1.144,5.0,1,5.0,upi,none,2026-08-29T10:36:56Z,True
TKT_20260829_10014_0060,10014,1324,21656,22540,Arebic College,Thanisandra,15,24,3.179,10.0,1,10.0,cash,none,2026-08-29T10:38:18Z,True
TKT_20260829_10014_0061,10014,1324,21656,22429,Arebic College,RK Hegde Nagara,15,27,4.899,15.0,1,15.0,cash,none,2026-08-29T10:38:02Z,True
TKT_20260829_10014_0062,10014,1324,21976,21739,Govindapura Cross,Bellahalli Cross,16,34,7.944,18.0,1,18.0,upi,none,2026-08-29T10:39:48Z,True
TKT_20260829_10014_0063,10014,1324,21966,22187,Glass Factory,Koli Farm,17,28,4.679,15.0,2,30.0,cash,none,2026-08-29T10:40:00Z,True
TKT_20260829_10014_0064,10014,1324,22326,21739,Nagawara,Bellahalli Cross,18,34,7.39,18.0,1,18.0,cash,none,2026-08-29T10:41:58Z,True
TKT_20260829_10014_0065,10014,1324,22326,22088,Nagawara,Ittige Factory,18,35,8.026,18.0,1,18.0,cash,none,2026-08-29T10:41:32Z,True
TKT_20260829_10014_0066,10014,1324,35837,22125,Nagawara Junction,K Narayanapura Cross,19,26,3.383,10.0,1,10.0,cash,none,2026-08-29T10:42:52Z,True
TKT_20260829_10014_0067,10014,1324,35837,22187,Nagawara Junction,Koli Farm,19,28,4.017,15.0,1,15.0,cash,none,2026-08-29T10:43:15Z,True
TKT_20260829_10014_0068,10014,1324,35837,22185,Nagawara Junction,Kogilu Cross,19,40,10.783,20.0,1,20.0,cash,none,2026-08-29T10:43:52Z,True
TKT_20260829_10014_0069,10014,1324,22383,22187,Nagavara Junction Petrol Bunk,Koli Farm,20,28,3.79,0.0,1,0.0,pass_card,daily_pass,2026-08-29T10:43:45Z,True
TKT_20260829_10014_0070,10014,1324,22383,21847,Nagavara Junction Petrol Bunk,Chokkanahalli Gate,20,30,4.995,15.0,1,15.0,cash,none,2026-08-29T10:43:00Z,True
TKT_20260829_10014_0071,10014,1324,22383,21847,Nagavara Junction Petrol Bunk,Chokkanahalli Gate,20,30,4.995,15.0,1,15.0,cash,none,2026-08-29T10:44:17Z,True
TKT_20260829_10014_0072,10014,1324,22383,22556,Nagavara Junction Petrol Bunk,Thirumenahalli Cross (KNS College),20,31,5.424,15.0,1,15.0,cash,none,2026-08-29T10:43:44Z,True
TKT_20260829_10014_0073,10014,1324,22383,22645_PF3,Nagavara Junction Petrol Bunk,Yelahanka Santhe Circle - Platform 3,20,42,11.301,20.0,1,20.0,cash,none,2026-08-29T10:42:57Z,True
TKT_20260829_10014_0074,10014,1324,22600,22556,Vidyasagara,Thirumenahalli Cross (KNS College),21,31,4.92,15.0,1,15.0,cash,none,2026-08-29T10:46:27Z,True
TKT_20260829_10014_0075,10014,1324,22461,27778,Sarayipalya,Purvankara Northern Destiny Bellahalli,22,32,5.498,15.0,1,15.0,cash,none,2026-08-29T10:46:45Z,True
TKT_20260829_10014_0076,10014,1324,22461,22267,Sarayipalya,Maruthi Nagara,22,39,9.24,18.0,1,18.0,cash,none,2026-08-29T10:46:27Z,True
TKT_20260829_10014_0077,10014,1324,21667,22645_PF3,Ashwath Nagara,Yelahanka Santhe Circle - Platform 3,23,41,9.907,18.0,1,18.0,upi,none,2026-08-29T10:50:25Z,True
TKT_20260829_10014_0078,10014,1324,21667,22645_PF3,Ashwath Nagara,Yelahanka Santhe Circle - Platform 3,23,41,9.907,18.0,1,18.0,upi,none,2026-08-29T10:49:15Z,True
TKT_20260829_10014_0079,10014,1324,22540,22182,Thanisandra,Kogilu,24,37,7.09,18.0,1,18.0,cash,none,2026-08-29T10:52:32Z,True
TKT_20260829_10014_0080,10014,1324,22540,22267,Thanisandra,Maruthi Nagara,24,39,8.172,18.0,1,18.0,cash,none,2026-08-29T10:52:18Z,True
TKT_20260829_10014_0081,10014,1324,21777,22366,Book Factory Thanisandra,Noor Nagara,25,29,2.047,10.0,1,10.0,cash,none,2026-08-29T10:54:54Z,True
TKT_20260829_10014_0082,10014,1324,21777,22645_PF3,Book Factory Thanisandra,Yelahanka Santhe Circle - Platform 3,25,42,8.883,18.0,1,18.0,upi,none,2026-08-29T10:54:13Z,True
TKT_20260829_10014_0083,10014,1324,22429,22514,RK Hegde Nagara,Srinivasapura Kogilu,27,36,4.576,15.0,1,15.0,upi,none,2026-08-29T10:59:06Z,True
TKT_20260829_10014_0084,10014,1324,22187,21739,Koli Farm,Bellahalli Cross,28,34,3.06,10.0,1,10.0,cash,none,2026-08-29T11:00:30Z,True
TKT_20260829_10014_0085,10014,1324,22187,22645_PF3,Koli Farm,Yelahanka Santhe Circle - Platform 3,28,42,7.511,18.0,1,18.0,cash,none,2026-08-29T11:00:11Z,True
TKT_20260829_10014_0086,10014,1324,22366,22088,Noor Nagara,Ittige Factory,29,35,3.021,10.0,1,10.0,cash,none,2026-08-29T11:03:45Z,True
TKT_20260829_10014_0087,10014,1324,22366,22514,Noor Nagara,Srinivasapura Kogilu,29,36,3.639,10.0,1,10.0,cash,none,2026-08-29T11:04:06Z,True
