trip_id,route_id,start_stop,end_stop,start_sequence,end_sequence,affected_segments,num_segments,localization_score,estimated_revenue_gap_inr,confidence,total_passenger_gap,total_revenue_gap,total_estimated_loss,localization_confidence
10097,1324,21172,22645_PF3,1,41,"['1324_10097_1_21172_22068', '1324_10097_2_22068_21869', '1324_10097_3_21869_22585', '1324_10097_4_22585_21704', '1324_10097_5_21704_21859', '1324_10097_6_21859_21912', '1324_10097_7_21912_21801', '1324_10097_8_21801_22378', '1324_10097_9_22378_22318', '1324_10097_10_22318_22401', '1324_10097_11_22401_22596', '1324_10097_12_22596_22135', '1324_10097_13_22135_22172', '1324_10097_14_22172_21656', '1324_10097_15_21656_21976', '1324_10097_16_21976_21966', '1324_10097_17_21966_22326', '1324_10097_18_22326_35837', '1324_10097_19_35837_22383', '1324_10097_20_22383_22600', '1324_10097_21_22600_22461', '1324_10097_22_22461_21667', '1324_10097_23_21667_22540', '1324_10097_24_22540_21777', '1324_10097_25_21777_22125', '1324_10097_26_22125_22429', '1324_10097_27_22429_22187', '1324_10097_28_22187_22366', '1324_10097_29_22366_21847', '1324_10097_30_21847_22556', '1324_10097_31_22556_27778', '1324_10097_32_27778_38787', '1324_10097_33_38787_21739', '1324_10097_34_21739_22088', '1324_10097_35_22088_22514', '1324_10097_36_22514_22182', '1324_10097_37_22182_22458', '1324_10097_38_22458_22267', '1324_10097_39_22267_22185', '1324_10097_40_22185_22645_PF3', '1324_10097_41_22645_PF3_22645_PF3']",41,0.8386,465.65,0.9643,0.0,465.65,465.65,0.9643
10099,1324,22645_PF3,21173,1,37,"['1324_10099_1_22645_PF3_22643', '1324_10099_2_22643_22183', '1324_10099_3_22183_22266', '1324_10099_4_22266_22457', '1324_10099_5_22457_22181', '1324_10099_6_22181_22513', '1324_10099_7_22513_22087', '1324_10099_8_22087_21740', '1324_10099_9_21740_38788', '1324_10099_10_38788_34294', '1324_10099_11_34294_22555', '1324_10099_12_22555_21846', '1324_10099_13_21846_22365', '1324_10099_14_22365_22186', '1324_10099_15_22186_22430', '1324_10099_16_22430_22126', '1324_10099_17_22126_21778', '1324_10099_18_21778_22541', '1324_10099_19_22541_21666', '1324_10099_20_21666_28167', '1324_10099_21_28167_22601', '1324_10099_22_22601_22382', '1324_10099_23_22382_35838', '1324_10099_24_35838_21522', '1324_10099_25_21522_22173', '1324_10099_26_22173_22136', '1324_10099_27_22136_22597', '1324_10099_28_22597_22402', '1324_10099_29_22402_22319', '1324_10099_30_22319_22379', '1324_10099_31_22379_21802', '1324_10099_32_21802_21911', '1324_10099_33_21911_21857', '1324_10099_34_21857_21706', '1324_10099_35_21706_21868', '1324_10099_36_21868_20855', '1324_10099_37_20855_21173']",37,0.8908,569.91,0.99,0.0,569.91,569.91,0.99
101,991,24379,20921_PF5,1,11,"['991_101_1_24379_33635', '991_101_2_33635_21165', '991_101_3_21165_21028', '991_101_4_21028_21051', '991_101_5_21051_21008', '991_101_6_21008_20811', '991_101_7_20811_20752', '991_101_8_20752_20991', '991_101_9_20991_20971', '991_101_10_20971_20703', '991_101_11_20703_20921_PF5']",11,0.8645,331.22,0.99,0.0,331.22,331.22,0.99
1010,999,21172_PF10,21520,1,2,"['999_1010_1_21172_PF10_20857', '999_1010_2_20857_21520']",2,0.474,689.15,0.5451,0.0,689.15,689.15,0.5451
10100,1324,22645_PF3,21173,1,37,"['1324_10100_1_22645_PF3_22643', '1324_10100_2_22643_22183', '1324_10100_3_22183_22266', '1324_10100_4_22266_22457', '1324_10100_5_22457_22181', '1324_10100_6_22181_22513', '1324_10100_7_22513_22087', '1324_10100_8_22087_21740', '1324_10100_9_21740_38788', '1324_10100_10_38788_34294', '1324_10100_11_34294_22555', '1324_10100_12_22555_21846', '1324_10100_13_21846_22365', '1324_10100_14_22365_22186', '1324_10100_15_22186_22430', '1324_10100_16_22430_22126', '1324_10100_17_22126_21778', '1324_10100_18_21778_22541', '1324_10100_19_22541_21666', '1324_10100_20_21666_28167', '1324_10100_21_28167_22601', '1324_10100_22_22601_22382', '1324_10100_23_22382_35838', '1324_10100_24_35838_21522', '1324_10100_25_21522_22173', '1324_10100_26_22173_22136', '1324_10100_27_22136_22597', '1324_10100_28_22597_22402', '1324_10100_29_22402_22319', '1324_10100_30_22319_22379', '1324_10100_31_22379_21802', '1324_10100_32_21802_21911', '1324_10100_33_21911_21857', '1324_10100_34_21857_21706', '1324_10100_35_21706_21868', '1324_10100_36_21868_20855', '1324_10100_37_20855_21173']",37,1.0,754.91,0.99,0.0,754.91,754.91,0.99
10101,1324,22645_PF3,21173,1,37,"['1324_10101_1_22645_PF3_22643', '1324_10101_2_22643_22183', '1324_10101_3_22183_22266', '1324_10101_4_22266_22457', '1324_10101_5_22457_22181', '1324_10101_6_22181_22513', '1324_10101_7_22513_22087', '1324_10101_8_22087_21740', '1324_10101_9_21740_38788', '1324_10101_10_38788_34294', '1324_10101_11_34294_22555', '1324_10101_12_22555_21846', '1324_10101_13_21846_22365', '1324_10101_14_22365_22186', '1324_10101_15_22186_22430', '1324_10101_16_22430_22126', '1324_10101_17_22126_21778', '1324_10101_18_21778_22541', '1324_10101_19_22541_21666', '1324_10101_20_21666_28167', '1324_10101_21_28167_22601', '1324_10101_22_22601_22382', '1324_10101_23_22382_35838', '1324_10101_24_35838_21522', '1324_10101_25_21522_22173', '1324_10101_26_22173_22136', '1324_10101_27_22136_22597', '1324_10101_28_22597_22402', '1324_10101_29_22402_22319', '1324_10101_30_22319_22379', '1324_10101_31_22379_21802', '1324_10101_32_21802_21911', '1324_10101_33_21911_21857', '1324_10101_34_21857_21706', '1324_10101_35_21706_21868', '1324_10101_36_21868_20855', '1324_10101_37_20855_21173']",37,0.8812,504.91,0.99,0.0,504.91,504.91,0.99
10102,1324,22645_PF3,21173,1,37,"['1324_10102_1_22645_PF3_22643', '1324_10102_2_22643_22183', '1324_10102_3_22183_22266', '1324_10102_4_22266_22457', '1324_10102_5_22457_22181', '1324_10102_6_22181_22513', '1324_10102_7_22513_22087', '1324_10102_8_22087_21740', '1324_10102_9_21740_38788', '1324_10102_10_38788_34294', '1324_10102_11_34294_22555', '1324_10102_12_22555_21846', '1324_10102_13_21846_22365', '1324_10102_14_22365_22186', '1324_10102_15_22186_22430', '1324_10102_16_22430_22126', '1324_10102_17_22126_21778', '1324_10102_18_21778_22541', '1324_10102_19_22541_21666', '1324_10102_20_21666_28167', '1324_10102_21_28167_22601', '1324_10102_22_22601_22382', '1324_10102_23_22382_35838', '1324_10102_24_35838_21522', '1324_10102_25_21522_22173', '1324_10102_26_22173_22136', '1324_10102_27_22136_22597', '1324_10102_28_22597_22402', '1324_10102_29_22402_22319', '1324_10102_30_22319_22379', '1324_10102_31_22379_21802', '1324_10102_32_21802_21911', '1324_10102_33_21911_21857', '1324_10102_34_21857_21706', '1324_10102_35_21706_21868', '1324_10102_36_21868_20855', '1324_10102_37_20855_21173']",37,0.8566,471.91,0.9851,0.0,471.91,471.91,0.9851
10103,1324,22645_PF3,21173,1,37,"['1324_10103_1_22645_PF3_22643', '1324_10103_2_22643_22183', '1324_10103_3_22183_22266', '1324_10103_4_22266_22457', '1324_10103_5_22457_22181', '1324_10103_6_22181_22513', '1324_10103_7_22513_22087', '1324_10103_8_22087_21740', '1324_10103_9_21740_38788', '1324_10103_10_38788_34294', '1324_10103_11_34294_22555', '1324_10103_12_22555_21846', '1324_10103_13_21846_22365', '1324_10103_14_22365_22186', '1324_10103_15_22186_22430', '1324_10103_16_22430_22126', '1324_10103_17_22126_21778', '1324_10103_18_21778_22541', '1324_10103_19_22541_21666', '1324_10103_20_21666_28167', '1324_10103_21_28167_22601', '1324_10103_22_22601_22382', '1324_10103_23_22382_35838', '1324_10103_24_35838_21522', '1324_10103_25_21522_22173', '1324_10103_26_22173_22136', '1324_10103_27_22136_22597', '1324_10103_28_22597_22402', '1324_10103_29_22402_22319', '1324_10103_30_22319_22379', '1324_10103_31_22379_21802', '1324_10103_32_21802_21911', '1324_10103_33_21911_21857', '1324_10103_34_21857_21706', '1324_10103_35_21706_21868', '1324_10103_36_21868_20855', '1324_10103_37_20855_21173']",37,0.9051,548.91,0.99,0.0,548.91,548.91,0.99
10104,1324,22645_PF3,21173,1,37,"['1324_10104_1_22645_PF3_22643', '1324_10104_2_22643_22183', '1324_10104_3_22183_22266', '1324_10104_4_22266_22457', '1324_10104_5_22457_22181', '1324_10104_6_22181_22513', '1324_10104_7_22513_22087', '1324_10104_8_22087_21740', '1324_10104_9_21740_38788', '1324_10104_10_38788_34294', '1324_10104_11_34294_22555', '1324_10104_12_22555_21846', '1324_10104_13_21846_22365', '1324_10104_14_22365_22186', '1324_10104_15_22186_22430', '1324_10104_16_22430_22126', '1324_10104_17_22126_21778', '1324_10104_18_21778_22541', '1324_10104_19_22541_21666', '1324_10104_20_21666_28167', '1324_10104_21_28167_22601', '1324_10104_22_22601_22382', '1324_10104_23_22382_35838', '1324_10104_24_35838_21522', '1324_10104_25_21522_22173', '1324_10104_26_22173_22136', '1324_10104_27_22136_22597', '1324_10104_28_22597_22402', '1324_10104_29_22402_22319', '1324_10104_30_22319_22379', '1324_10104_31_22379_21802', '1324_10104_32_21802_21911', '1324_10104_33_21911_21857', '1324_10104_34_21857_21706', '1324_10104_35_21706_21868', '1324_10104_36_21868_20855', '1324_10104_37_20855_21173']",37,0.888,527.91,0.99,0.0,527.91,527.91,0.99
10105,1324,22645_PF3,21173,1,37,"['1324_10105_1_22645_PF3_22643', '1324_10105_2_22643_22183', '1324_10105_3_22183_22266', '1324_10105_4_22266_22457', '1324_10105_5_22457_22181', '1324_10105_6_22181_22513', '1324_10105_7_22513_22087', '1324_10105_8_22087_21740', '1324_10105_9_21740_38788', '1324_10105_10_38788_34294', '1324_10105_11_34294_22555', '1324_10105_12_22555_21846', '1324_10105_13_21846_22365', '1324_10105_14_22365_22186', '1324_10105_15_22186_22430', '1324_10105_16_22430_22126', '1324_10105_17_22126_21778', '1324_10105_18_21778_22541', '1324_10105_19_22541_21666', '1324_10105_20_21666_28167', '1324_10105_21_28167_22601', '1324_10105_22_22601_22382', '1324_10105_23_22382_35838', '1324_10105_24_35838_21522', '1324_10105_25_21522_22173', '1324_10105_26_22173_22136', '1324_10105_27_22136_22597', '1324_10105_28_22597_22402', '1324_10105_29_22402_22319', '1324_10105_30_22319_22379', '1324_10105_31_22379_21802', '1324_10105_32_21802_21911', '1324_10105_33_21911_21857', '1324_10105_34_21857_21706', '1324_10105_35_21706_21868', '1324_10105_36_21868_20855', '1324_10105_37_20855_21173']",37,0.9317,627.91,0.99,0.0,627.91,627.91,0.99
10106,1324,22645_PF3,21173,1,37,"['1324_10106_1_22645_PF3_22643', '1324_10106_2_22643_22183', '1324_10106_3_22183_22266', '1324_10106_4_22266_22457', '1324_10106_5_22457_22181', '1324_10106_6_22181_22513', '1324_10106_7_22513_22087', '1324_10106_8_22087_21740', '1324_10106_9_21740_38788', '1324_10106_10_38788_34294', '1324_10106_11_34294_22555', '1324_10106_12_22555_21846', '1324_10106_13_21846_22365', '1324_10106_14_22365_22186', '1324_10106_15_22186_22430', '1324_10106_16_22430_22126', '1324_10106_17_22126_21778', '1324_10106_18_21778_22541', '1324_10106_19_22541_21666', '1324_10106_20_21666_28167', '1324_10106_21_28167_22601', '1324_10106_22_22601_22382', '1324_10106_23_22382_35838', '1324_10106_24_35838_21522', '1324_10106_25_21522_22173', '1324_10106_26_22173_22136', '1324_10106_27_22136_22597', '1324_10106_28_22597_22402', '1324_10106_29_22402_22319', '1324_10106_30_22319_22379', '1324_10106_31_22379_21802', '1324_10106_32_21802_21911', '1324_10106_33_21911_21857', '1324_10106_34_21857_21706', '1324_10106_35_21706_21868', '1324_10106_36_21868_20855', '1324_10106_37_20855_21173']",37,1.0,754.91,0.99,0.0,754.91,754.91,0.99
10107,1324,22645_PF3,21173,1,37,"['1324_10107_1_22645_PF3_22643', '1324_10107_2_22643_22183', '1324_10107_3_22183_22266', '1324_10107_4_22266_22457', '1324_10107_5_22457_22181', '1324_10107_6_22181_22513', '1324_10107_7_22513_22087', '1324_10107_8_22087_21740', '1324_10107_9_21740_38788', '1324_10107_10_38788_34294', '1324_10107_11_34294_22555', '1324_10107_12_22555_21846', '1324_10107_13_21846_22365', '1324_10107_14_22365_22186', '1324_10107_15_22186_22430', '1324_10107_16_22430_22126', '1324_10107_17_22126_21778', '1324_10107_18_21778_22541', '1324_10107_19_22541_21666', '1324_10107_20_21666_28167', '1324_10107_21_28167_22601', '1324_10107_22_22601_22382', '1324_10107_23_22382_35838', '1324_10107_24_35838_21522', '1324_10107_25_21522_22173', '1324_10107_26_22173_22136', '1324_10107_27_22136_22597', '1324_10107_28_22597_22402', '1324_10107_29_22402_22319', '1324_10107_30_22319_22379', '1324_10107_31_22379_21802', '1324_10107_32_21802_21911', '1324_10107_33_21911_21857', '1324_10107_34_21857_21706', '1324_10107_35_21706_21868', '1324_10107_36_21868_20855', '1324_10107_37_20855_21173']",37,0.903,552.91,0.99,0.0,552.91,552.91,0.99
10108,1324,22645_PF3,21173,1,37,"['1324_10108_1_22645_PF3_22643', '1324_10108_2_22643_22183', '1324_10108_3_22183_22266', '1324_10108_4_22266_22457', '1324_10108_5_22457_22181', '1324_10108_6_22181_22513', '1324_10108_7_22513_22087', '1324_10108_8_22087_21740', '1324_10108_9_21740_38788', '1324_10108_10_38788_34294', '1324_10108_11_34294_22555', '1324_10108_12_22555_21846', '1324_10108_13_21846_22365', '1324_10108_14_22365_22186', '1324_10108_15_22186_22430', '1324_10108_16_22430_22126', '1324_10108_17_22126_21778', '1324_10108_18_21778_22541', '1324_10108_19_22541_21666', '1324_10108_20_21666_28167', '1324_10108_21_28167_22601', '1324_10108_22_22601_22382', '1324_10108_23_22382_35838', '1324_10108_24_35838_21522', '1324_10108_25_21522_22173', '1324_10108_26_22173_22136', '1324_10108_27_22136_22597', '1324_10108_28_22597_22402', '1324_10108_29_22402_22319', '1324_10108_30_22319_22379', '1324_10108_31_22379_21802', '1324_10108_32_21802_21911', '1324_10108_33_21911_21857', '1324_10108_34_21857_21706', '1324_10108_35_21706_21868', '1324_10108_36_21868_20855', '1324_10108_37_20855_21173']",37,0.8648,529.91,0.99,0.0,529.91,529.91,0.99
10109,1324,22645_PF3,21173,1,37,"['1324_10109_1_22645_PF3_22643', '1324_10109_2_22643_22183', '1324_10109_3_22183_22266', '1324_10109_4_22266_22457', '1324_10109_5_22457_22181', '1324_10109_6_22181_22513', '1324_10109_7_22513_22087', '1324_10109_8_22087_21740', '1324_10109_9_21740_38788', '1324_10109_10_38788_34294', '1324_10109_11_34294_22555', '1324_10109_12_22555_21846', '1324_10109_13_21846_22365', '1324_10109_14_22365_22186', '1324_10109_15_22186_22430', '1324_10109_16_22430_22126', '1324_10109_17_22126_21778', '1324_10109_18_21778_22541', '1324_10109_19_22541_21666', '1324_10109_20_21666_28167', '1324_10109_21_28167_22601', '1324_10109_22_22601_22382', '1324_10109_23_22382_35838', '1324_10109_24_35838_21522', '1324_10109_25_21522_22173', '1324_10109_26_22173_22136', '1324_10109_27_22136_22597', '1324_10109_28_22597_22402', '1324_10109_29_22402_22319', '1324_10109_30_22319_22379', '1324_10109_31_22379_21802', '1324_10109_32_21802_21911', '1324_10109_33_21911_21857', '1324_10109_34_21857_21706', '1324_10109_35_21706_21868', '1324_10109_36_21868_20855', '1324_10109_37_20855_21173']",37,0.9017,595.91,0.99,0.0,595.91,595.91,0.99
10121,1324,22645_PF3,22555,1,11,"['1324_10121_1_22645_PF3_22643', '1324_10121_2_22643_22183', '1324_10121_3_22183_22266', '1324_10121_4_22266_22457', '1324_10121_5_22457_22181', '1324_10121_6_22181_22513', '1324_10121_7_22513_22087', '1324_10121_8_22087_21740', '1324_10121_9_21740_38788', '1324_10121_10_38788_34294', '1324_10121_11_34294_22555']",11,0.6737,396.91,0.7748,0.0,396.91,396.91,0.7748
10126,1324,22382,21173,23,37,"['1324_10126_23_22382_35838', '1324_10126_24_35838_21522', '1324_10126_25_21522_22173', '1324_10126_26_22173_22136', '1324_10126_27_22136_22597', '1324_10126_28_22597_22402', '1324_10126_29_22402_22319', '1324_10126_30_22319_22379', '1324_10126_31_22379_21802', '1324_10126_32_21802_21911', '1324_10126_33_21911_21857', '1324_10126_34_21857_21706', '1324_10126_35_21706_21868', '1324_10126_36_21868_20855', '1324_10126_37_20855_21173']",15,0.5099,484.83,0.5864,0.0,484.83,484.83,0.5864
10127,1324,22645_PF3,21173,1,37,"['1324_10127_1_22645_PF3_22643', '1324_10127_2_22643_22183', '1324_10127_3_22183_22266', '1324_10127_4_22266_22457', '1324_10127_5_22457_22181', '1324_10127_6_22181_22513', '1324_10127_7_22513_22087', '1324_10127_8_22087_21740', '1324_10127_9_21740_38788', '1324_10127_10_38788_34294', '1324_10127_11_34294_22555', '1324_10127_12_22555_21846', '1324_10127_13_21846_22365', '1324_10127_14_22365_22186', '1324_10127_15_22186_22430', '1324_10127_16_22430_22126', '1324_10127_17_22126_21778', '1324_10127_18_21778_22541', '1324_10127_19_22541_21666', '1324_10127_20_21666_28167', '1324_10127_21_28167_22601', '1324_10127_22_22601_22382', '1324_10127_23_22382_35838', '1324_10127_24_35838_21522', '1324_10127_25_21522_22173', '1324_10127_26_22173_22136', '1324_10127_27_22136_22597', '1324_10127_28_22597_22402', '1324_10127_29_22402_22319', '1324_10127_30_22319_22379', '1324_10127_31_22379_21802', '1324_10127_32_21802_21911', '1324_10127_33_21911_21857', '1324_10127_34_21857_21706', '1324_10127_35_21706_21868', '1324_10127_36_21868_20855', '1324_10127_37_20855_21173']",37,1.0,1720.83,0.99,0.0,1720.83,1720.83,0.99
10128,1324,22645_PF3,22181,1,5,"['1324_10128_1_22645_PF3_22643', '1324_10128_2_22643_22183', '1324_10128_3_22183_22266', '1324_10128_4_22266_22457', '1324_10128_5_22457_22181']",5,0.5907,3.83,0.6794,0.0,3.83,3.83,0.6794
10130,1324,22645_PF3,21173,1,37,"['1324_10130_1_22645_PF3_22643', '1324_10130_2_22643_22183', '1324_10130_3_22183_22266', '1324_10130_4_22266_22457', '1324_10130_5_22457_22181', '1324_10130_6_22181_22513', '1324_10130_7_22513_22087', '1324_10130_8_22087_21740', '1324_10130_9_21740_38788', '1324_10130_10_38788_34294', '1324_10130_11_34294_22555', '1324_10130_12_22555_21846', '1324_10130_13_21846_22365', '1324_10130_14_22365_22186', '1324_10130_15_22186_22430', '1324_10130_16_22430_22126', '1324_10130_17_22126_21778', '1324_10130_18_21778_22541', '1324_10130_19_22541_21666', '1324_10130_20_21666_28167', '1324_10130_21_28167_22601', '1324_10130_22_22601_22382', '1324_10130_23_22382_35838', '1324_10130_24_35838_21522', '1324_10130_25_21522_22173', '1324_10130_26_22173_22136', '1324_10130_27_22136_22597', '1324_10130_28_22597_22402', '1324_10130_29_22402_22319', '1324_10130_30_22319_22379', '1324_10130_31_22379_21802', '1324_10130_32_21802_21911', '1324_10130_33_21911_21857', '1324_10130_34_21857_21706', '1324_10130_35_21706_21868', '1324_10130_36_21868_20855', '1324_10130_37_20855_21173']",37,1.0,1720.83,0.99,0.0,1720.83,1720.83,0.99
10134,1324,22645_PF3,21740,1,8,"['1324_10134_1_22645_PF3_22643', '1324_10134_2_22643_22183', '1324_10134_3_22183_22266', '1324_10134_4_22266_22457', '1324_10134_5_22457_22181', '1324_10134_6_22181_22513', '1324_10134_7_22513_22087', '1324_10134_8_22087_21740']",8,0.5232,497.83,0.6016,0.0,497.83,497.83,0.6016
10135,1324,22597,21173,28,37,"['1324_10135_28_22597_22402', '1324_10135_29_22402_22319', '1324_10135_30_22319_22379', '1324_10135_31_22379_21802', '1324_10135_32_21802_21911', '1324_10135_33_21911_21857', '1324_10135_34_21857_21706', '1324_10135_35_21706_21868', '1324_10135_36_21868_20855', '1324_10135_37_20855_21173']",10,0.3659,712.78,0.4208,0.0,712.78,712.78,0.4208
10139,1324,22645_PF3,21846,1,12,"['1324_10139_1_22645_PF3_22643', '1324_10139_2_22643_22183', '1324_10139_3_22183_22266', '1324_10139_4_22266_22457', '1324_10139_5_22457_22181', '1324_10139_6_22181_22513', '1324_10139_7_22513_22087', '1324_10139_8_22087_21740', '1324_10139_9_21740_38788', '1324_10139_10_38788_34294', '1324_10139_11_34294_22555', '1324_10139_12_22555_21846']",12,0.4653,654.83,0.5351,0.0,654.83,654.83,0.5351
10141,1324,22645_PF3,21740,1,8,"['1324_10141_1_22645_PF3_22643', '1324_10141_2_22643_22183', '1324_10141_3_22183_22266', '1324_10141_4_22266_22457', '1324_10141_5_22457_22181', '1324_10141_6_22181_22513', '1324_10141_7_22513_22087', '1324_10141_8_22087_21740']",8,0.52,421.83,0.598,0.0,421.83,421.83,0.598
10142,1324,22645_PF3,21173,1,37,"['1324_10142_1_22645_PF3_22643', '1324_10142_2_22643_22183', '1324_10142_3_22183_22266', '1324_10142_4_22266_22457', '1324_10142_5_22457_22181', '1324_10142_6_22181_22513', '1324_10142_7_22513_22087', '1324_10142_8_22087_21740', '1324_10142_9_21740_38788', '1324_10142_10_38788_34294', '1324_10142_11_34294_22555', '1324_10142_12_22555_21846', '1324_10142_13_21846_22365', '1324_10142_14_22365_22186', '1324_10142_15_22186_22430', '1324_10142_16_22430_22126', '1324_10142_17_22126_21778', '1324_10142_18_21778_22541', '1324_10142_19_22541_21666', '1324_10142_20_21666_28167', '1324_10142_21_28167_22601', '1324_10142_22_22601_22382', '1324_10142_23_22382_35838', '1324_10142_24_35838_21522', '1324_10142_25_21522_22173', '1324_10142_26_22173_22136', '1324_10142_27_22136_22597', '1324_10142_28_22597_22402', '1324_10142_29_22402_22319', '1324_10142_30_22319_22379', '1324_10142_31_22379_21802', '1324_10142_32_21802_21911', '1324_10142_33_21911_21857', '1324_10142_34_21857_21706', '1324_10142_35_21706_21868', '1324_10142_36_21868_20855', '1324_10142_37_20855_21173']",37,0.4217,679.83,0.4849,0.0,679.83,679.83,0.4849
10143,1324,22645_PF3,21846,1,12,"['1324_10143_1_22645_PF3_22643', '1324_10143_2_22643_22183', '1324_10143_3_22183_22266', '1324_10143_4_22266_22457', '1324_10143_5_22457_22181', '1324_10143_6_22181_22513', '1324_10143_7_22513_22087', '1324_10143_8_22087_21740', '1324_10143_9_21740_38788', '1324_10143_10_38788_34294', '1324_10143_11_34294_22555', '1324_10143_12_22555_21846']",12,0.5305,498.83,0.6101,0.0,498.83,498.83,0.6101
10144,1324,22645_PF3,21173,1,37,"['1324_10144_1_22645_PF3_22643', '1324_10144_2_22643_22183', '1324_10144_3_22183_22266', '1324_10144_4_22266_22457', '1324_10144_5_22457_22181', '1324_10144_6_22181_22513', '1324_10144_7_22513_22087', '1324_10144_8_22087_21740', '1324_10144_9_21740_38788', '1324_10144_10_38788_34294', '1324_10144_11_34294_22555', '1324_10144_12_22555_21846', '1324_10144_13_21846_22365', '1324_10144_14_22365_22186', '1324_10144_15_22186_22430', '1324_10144_16_22430_22126', '1324_10144_17_22126_21778', '1324_10144_18_21778_22541', '1324_10144_19_22541_21666', '1324_10144_20_21666_28167', '1324_10144_21_28167_22601', '1324_10144_22_22601_22382', '1324_10144_23_22382_35838', '1324_10144_24_35838_21522', '1324_10144_25_21522_22173', '1324_10144_26_22173_22136', '1324_10144_27_22136_22597', '1324_10144_28_22597_22402', '1324_10144_29_22402_22319', '1324_10144_30_22319_22379', '1324_10144_31_22379_21802', '1324_10144_32_21802_21911', '1324_10144_33_21911_21857', '1324_10144_34_21857_21706', '1324_10144_35_21706_21868', '1324_10144_36_21868_20855', '1324_10144_37_20855_21173']",37,0.7107,468.91,0.8173,0.0,468.91,468.91,0.8173
10145,1324,22645_PF3,21173,1,37,"['1324_10145_1_22645_PF3_22643', '1324_10145_2_22643_22183', '1324_10145_3_22183_22266', '1324_10145_4_22266_22457', '1324_10145_5_22457_22181', '1324_10145_6_22181_22513', '1324_10145_7_22513_22087', '1324_10145_8_22087_21740', '1324_10145_9_21740_38788', '1324_10145_10_38788_34294', '1324_10145_11_34294_22555', '1324_10145_12_22555_21846', '1324_10145_13_21846_22365', '1324_10145_14_22365_22186', '1324_10145_15_22186_22430', '1324_10145_16_22430_22126', '1324_10145_17_22126_21778', '1324_10145_18_21778_22541', '1324_10145_19_22541_21666', '1324_10145_20_21666_28167', '1324_10145_21_28167_22601', '1324_10145_22_22601_22382', '1324_10145_23_22382_35838', '1324_10145_24_35838_21522', '1324_10145_25_21522_22173', '1324_10145_26_22173_22136', '1324_10145_27_22136_22597', '1324_10145_28_22597_22402', '1324_10145_29_22402_22319', '1324_10145_30_22319_22379', '1324_10145_31_22379_21802', '1324_10145_32_21802_21911', '1324_10145_33_21911_21857', '1324_10145_34_21857_21706', '1324_10145_35_21706_21868', '1324_10145_36_21868_20855', '1324_10145_37_20855_21173']",37,0.888,592.91,0.99,0.0,592.91,592.91,0.99
10146,1324,22645_PF3,21173,1,37,"['1324_10146_1_22645_PF3_22643', '1324_10146_2_22643_22183', '1324_10146_3_22183_22266', '1324_10146_4_22266_22457', '1324_10146_5_22457_22181', '1324_10146_6_22181_22513', '1324_10146_7_22513_22087', '1324_10146_8_22087_21740', '1324_10146_9_21740_38788', '1324_10146_10_38788_34294', '1324_10146_11_34294_22555', '1324_10146_12_22555_21846', '1324_10146_13_21846_22365', '1324_10146_14_22365_22186', '1324_10146_15_22186_22430', '1324_10146_16_22430_22126', '1324_10146_17_22126_21778', '1324_10146_18_21778_22541', '1324_10146_19_22541_21666', '1324_10146_20_21666_28167', '1324_10146_21_28167_22601', '1324_10146_22_22601_22382', '1324_10146_23_22382_35838', '1324_10146_24_35838_21522', '1324_10146_25_21522_22173', '1324_10146_26_22173_22136', '1324_10146_27_22136_22597', '1324_10146_28_22597_22402', '1324_10146_29_22402_22319', '1324_10146_30_22319_22379', '1324_10146_31_22379_21802', '1324_10146_32_21802_21911', '1324_10146_33_21911_21857', '1324_10146_34_21857_21706', '1324_10146_35_21706_21868', '1324_10146_36_21868_20855', '1324_10146_37_20855_21173']",37,0.9126,586.91,0.99,0.0,586.91,586.91,0.99
1015,999,21172_PF10,21603,1,10,"['999_1015_1_21172_PF10_20857', '999_1015_2_20857_21520', '999_1015_3_21520_21574', '999_1015_4_21574_21193', '999_1015_5_21193_23674', '999_1015_6_23674_20927', '999_1015_7_20927_21166_PF1', '999_1015_8_21166_PF1_23825', '999_1015_9_23825_21565', '999_1015_10_21565_21603']",10,0.52,0.0,0.598,0.0,0.0,0.0,0.598
10168,1324,22645_PF3,21173,1,37,"['1324_10168_1_22645_PF3_22643', '1324_10168_2_22643_22183', '1324_10168_3_22183_22266', '1324_10168_4_22266_22457', '1324_10168_5_22457_22181', '1324_10168_6_22181_22513', '1324_10168_7_22513_22087', '1324_10168_8_22087_21740', '1324_10168_9_21740_38788', '1324_10168_10_38788_34294', '1324_10168_11_34294_22555', '1324_10168_12_22555_21846', '1324_10168_13_21846_22365', '1324_10168_14_22365_22186', '1324_10168_15_22186_22430', '1324_10168_16_22430_22126', '1324_10168_17_22126_21778', '1324_10168_18_21778_22541', '1324_10168_19_22541_21666', '1324_10168_20_21666_28167', '1324_10168_21_28167_22601', '1324_10168_22_22601_22382', '1324_10168_23_22382_35838', '1324_10168_24_35838_21522', '1324_10168_25_21522_22173', '1324_10168_26_22173_22136', '1324_10168_27_22136_22597', '1324_10168_28_22597_22402', '1324_10168_29_22402_22319', '1324_10168_30_22319_22379', '1324_10168_31_22379_21802', '1324_10168_32_21802_21911', '1324_10168_33_21911_21857', '1324_10168_34_21857_21706', '1324_10168_35_21706_21868', '1324_10168_36_21868_20855', '1324_10168_37_20855_21173']",37,0.578,494.91,0.6647,0.0,494.91,494.91,0.6647
