segment_id,route_id,trip_id,date,from_stop,to_stop,stop_sequence,distance_km,boardings,alightings,passenger_load,segment_revenue_inr,synthetic_flag
1324_10027_23_21667_22540,1324,10027,2026-08-29,21667,22540,23,0.414,3,3,20,21.51,True
1324_10027_24_22540_21777,1324,10027,2026-08-29,22540,21777,24,0.61,2,1,21,22.44,True
1324_10027_25_21777_22125,1324,10027,2026-08-29,21777,22125,25,0.738,3,2,22,25.35,True
1324_10027_26_22125_22429,1324,10027,2026-08-29,22125,22429,26,0.372,2,2,22,23.47,True
1324_10027_27_22429_22187,1324,10027,2026-08-29,22429,22187,27,0.262,1,1,22,24.32,True
1324_10027_28_22187_22366,1324,10027,2026-08-29,22187,22366,28,0.675,1,2,21,23.65,True
1324_10027_29_22366_21847,1324,10027,2026-08-29,22366,21847,29,0.53,1,4,18,17.92,True
1324_10027_30_21847_22556,1324,10027,2026-08-29,21847,22556,30,0.429,0,1,17,17.02,True
1324_10027_31_22556_27778,1324,10027,2026-08-29,22556,27778,31,0.814,2,2,17,17.57,True
1324_10027_32_27778_38787,1324,10027,2026-08-29,27778,38787,32,0.159,2,0,19,20.67,True
1324_10027_33_38787_21739,1324,10027,2026-08-29,38787,21739,33,0.453,1,5,15,16.32,True
1324_10027_34_21739_22088,1324,10027,2026-08-29,21739,22088,34,0.636,2,0,17,18.32,True
1324_10027_35_22088_22514,1324,10027,2026-08-29,22088,22514,35,0.618,0,2,15,14.32,True
1324_10027_36_22514_22182,1324,10027,2026-08-29,22514,22182,36,0.794,2,3,14,13.79,True
1324_10027_37_22182_22458,1324,10027,2026-08-29,22182,22458,37,0.626,0,1,13,13.79,True
1324_10027_38_22458_22267,1324,10027,2026-08-29,22458,22267,38,0.456,2,2,13,14.62,True
1324_10027_39_22267_22185,1324,10027,2026-08-29,22267,22185,39,0.576,0,4,9,10.36,True
1324_10027_40_22185_22645_PF3,1324,10027,2026-08-29,22185,22645_PF3,40,0.745,1,5,5,5.74,True
1324_10027_41_22645_PF3_22645_PF3,1324,10027,2026-08-29,22645_PF3,22645_PF3,41,0.0,0,5,0,5.74,True
1324_10028_1_21172_22068,1324,10028,2026-08-29,21172,22068,1,0.638,3,0,3,4.7,True
1324_10028_2_22068_21869,1324,10028,2026-08-29,22068,21869,2,0.53,2,0,5,9.34,True
1324_10028_3_21869_22585,1324,10028,2026-08-29,21869,22585,3,0.552,2,0,7,11.63,True
1324_10028_4_22585_21704,1324,10028,2026-08-29,22585,21704,4,0.914,0,0,7,11.63,True
1324_10028_5_21704_21859,1324,10028,2026-08-29,21704,21859,5,0.552,2,0,9,13.48,True
1324_10028_6_21859_21912,1324,10028,2026-08-29,21859,21912,6,0.968,3,1,11,14.31,True
1324_10028_7_21912_21801,1324,10028,2026-08-29,21912,21801,7,0.396,1,0,12,15.31,True
1324_10028_8_21801_22378,1324,10028,2026-08-29,21801,22378,8,0.267,2,1,13,15.69,True
1324_10028_9_22378_22318,1324,10028,2026-08-29,22378,22318,9,0.3,0,1,12,13.55,True
1324_10028_10_22318_22401,1324,10028,2026-08-29,22318,22401,10,0.297,4,1,15,16.46,True
1324_10028_11_22401_22596,1324,10028,2026-08-29,22401,22596,11,0.311,4,1,18,21.08,True
1324_10028_12_22596_22135,1324,10028,2026-08-29,22596,22135,12,0.588,0,1,17,19.41,True
1324_10028_13_22135_22172,1324,10028,2026-08-29,22135,22172,13,0.614,1,0,18,20.41,True
1324_10028_14_22172_21656,1324,10028,2026-08-29,22172,21656,14,0.492,1,1,18,19.74,True
1324_10028_15_21656_21976,1324,10028,2026-08-29,21656,21976,15,0.277,3,2,19,18.85,True
1324_10028_16_21976_21966,1324,10028,2026-08-29,21976,21966,16,0.205,1,0,20,20.1,True
1324_10028_17_21966_22326,1324,10028,2026-08-29,21966,22326,17,0.349,2,1,21,21.25,True
1324_10028_18_22326_35837,1324,10028,2026-08-29,22326,35837,18,0.313,0,2,19,18.77,True
1324_10028_19_35837_22383,1324,10028,2026-08-29,35837,22383,19,0.227,0,1,18,17.66,True
1324_10028_20_22383_22600,1324,10028,2026-08-29,22383,22600,20,0.504,2,3,17,19.11,True
1324_10028_21_22600_22461,1324,10028,2026-08-29,22600,22461,21,0.236,2,1,18,20.63,True
1324_10028_22_22461_21667,1324,10028,2026-08-29,22461,21667,22,0.654,2,2,18,20.75,True
1324_10028_23_21667_22540,1324,10028,2026-08-29,21667,22540,23,0.414,2,1,19,23.04,True
1324_10028_24_22540_21777,1324,10028,2026-08-29,22540,21777,24,0.61,1,2,18,22.67,True
1324_10028_25_21777_22125,1324,10028,2026-08-29,21777,22125,25,0.738,1,1,18,22.97,True
1324_10028_26_22125_22429,1324,10028,2026-08-29,22125,22429,26,0.372,3,1,20,25.23,True
1324_10028_27_22429_22187,1324,10028,2026-08-29,22429,22187,27,0.262,2,1,21,25.35,True
1324_10028_28_22187_22366,1324,10028,2026-08-29,22187,22366,28,0.675,2,2,21,26.44,True
1324_10028_29_22366_21847,1324,10028,2026-08-29,22366,21847,29,0.53,3,1,23,30.84,True
1324_10028_30_21847_22556,1324,10028,2026-08-29,21847,22556,30,0.429,0,1,22,29.68,True
1324_10028_31_22556_27778,1324,10028,2026-08-29,22556,27778,31,0.814,1,4,19,25.76,True
1324_10028_32_27778_38787,1324,10028,2026-08-29,27778,38787,32,0.159,1,3,17,22.85,True
1324_10028_33_38787_21739,1324,10028,2026-08-29,38787,21739,33,0.453,0,2,15,20.55,True
1324_10028_34_21739_22088,1324,10028,2026-08-29,21739,22088,34,0.636,0,2,13,17.5,True
1324_10028_35_22088_22514,1324,10028,2026-08-29,22088,22514,35,0.618,0,3,10,13.38,True
1324_10028_36_22514_22182,1324,10028,2026-08-29,22514,22182,36,0.794,0,0,10,13.38,True
1324_10028_37_22182_22458,1324,10028,2026-08-29,22182,22458,37,0.626,0,3,7,9.63,True
1324_10028_38_22458_22267,1324,10028,2026-08-29,22458,22267,38,0.456,1,2,6,9.31,True
1324_10028_39_22267_22185,1324,10028,2026-08-29,22267,22185,39,0.576,1,4,3,4.53,True
1324_10028_40_22185_22645_PF3,1324,10028,2026-08-29,22185,22645_PF3,40,0.745,0,1,2,3.33,True
1324_10028_41_22645_PF3_22645_PF3,1324,10028,2026-08-29,22645_PF3,22645_PF3,41,0.0,0,2,0,1.67,True
1324_10029_1_21172_22068,1324,10029,2026-08-29,21172,22068,1,0.638,5,0,5,8.87,True
1324_10029_2_22068_21869,1324,10029,2026-08-29,22068,21869,2,0.53,5,0,10,14.71,True
1324_10029_3_21869_22585,1324,10029,2026-08-29,21869,22585,3,0.552,3,0,13,18.1,True
1324_10029_4_22585_21704,1324,10029,2026-08-29,22585,21704,4,0.914,3,0,16,22.53,True
1324_10029_5_21704_21859,1324,10029,2026-08-29,21704,21859,5,0.552,1,1,16,20.03,True
1324_10029_6_21859_21912,1324,10029,2026-08-29,21859,21912,6,0.968,2,1,17,20.26,True
1324_10029_7_21912_21801,1324,10029,2026-08-29,21912,21801,7,0.396,3,0,20,23.79,True
1324_10029_8_21801_22378,1324,10029,2026-08-29,21801,22378,8,0.267,0,0,20,23.79,True
1324_10029_9_22378_22318,1324,10029,2026-08-29,22378,22318,9,0.3,1,1,20,22.59,True
1324_10029_10_22318_22401,1324,10029,2026-08-29,22318,22401,10,0.297,7,2,25,26.82,True
1324_10029_11_22401_22596,1324,10029,2026-08-29,22401,22596,11,0.311,1,1,25,26.23,True
1324_10029_12_22596_22135,1324,10029,2026-08-29,22596,22135,12,0.588,1,0,26,27.0,True
1324_10029_13_22135_22172,1324,10029,2026-08-29,22135,22172,13,0.614,1,1,26,26.5,True
1324_10029_14_22172_21656,1324,10029,2026-08-29,22172,21656,14,0.492,3,3,26,24.11,True
1324_10029_15_21656_21976,1324,10029,2026-08-29,21656,21976,15,0.277,2,0,28,26.47,True
1324_10029_16_21976_21966,1324,10029,2026-08-29,21976,21966,16,0.205,3,1,30,27.63,True
1324_10029_17_21966_22326,1324,10029,2026-08-29,21966,22326,17,0.349,2,2,30,27.7,True
1324_10029_18_22326_35837,1324,10029,2026-08-29,22326,35837,18,0.313,0,1,29,27.7,True
1324_10029_19_35837_22383,1324,10029,2026-08-29,35837,22383,19,0.227,2,2,29,27.89,True
1324_10029_20_22383_22600,1324,10029,2026-08-29,22383,22600,20,0.504,0,2,27,25.74,True
1324_10029_21_22600_22461,1324,10029,2026-08-29,22600,22461,21,0.236,3,1,29,30.6,True
1324_10029_22_22461_21667,1324,10029,2026-08-29,22461,21667,22,0.654,0,1,28,29.7,True
1324_10029_23_21667_22540,1324,10029,2026-08-29,21667,22540,23,0.414,1,2,27,28.34,True
1324_10029_24_22540_21777,1324,10029,2026-08-29,22540,21777,24,0.61,2,1,28,30.02,True
1324_10029_25_21777_22125,1324,10029,2026-08-29,21777,22125,25,0.738,1,2,27,30.61,True
1324_10029_26_22125_22429,1324,10029,2026-08-29,22125,22429,26,0.372,2,4,25,27.96,True
1324_10029_27_22429_22187,1324,10029,2026-08-29,22429,22187,27,0.262,2,4,23,24.18,True
1324_10029_28_22187_22366,1324,10029,2026-08-29,22187,22366,28,0.675,4,3,24,27.4,True
1324_10029_29_22366_21847,1324,10029,2026-08-29,22366,21847,29,0.53,0,2,22,25.37,True
1324_10029_30_21847_22556,1324,10029,2026-08-29,21847,22556,30,0.429,2,2,22,25.39,True
1324_10029_31_22556_27778,1324,10029,2026-08-29,22556,27778,31,0.814,2,3,21,26.17,True
1324_10029_32_27778_38787,1324,10029,2026-08-29,27778,38787,32,0.159,0,2,19,24.15,True
1324_10029_33_38787_21739,1324,10029,2026-08-29,38787,21739,33,0.453,1,0,20,26.15,True
1324_10029_34_21739_22088,1324,10029,2026-08-29,21739,22088,34,0.636,3,2,21,29.06,True
1324_10029_35_22088_22514,1324,10029,2026-08-29,22088,22514,35,0.618,2,3,20,27.51,True
1324_10029_36_22514_22182,1324,10029,2026-08-29,22514,22182,36,0.794,2,3,19,27.44,True
1324_10029_37_22182_22458,1324,10029,2026-08-29,22182,22458,37,0.626,1,3,17,25.77,True
1324_10029_38_22458_22267,1324,10029,2026-08-29,22458,22267,38,0.456,0,7,10,15.83,True
1324_10029_39_22267_22185,1324,10029,2026-08-29,22267,22185,39,0.576,2,0,12,19.99,True
1324_10029_40_22185_22645_PF3,1324,10029,2026-08-29,22185,22645_PF3,40,0.745,0,6,6,11.38,True
1324_10029_41_22645_PF3_22645_PF3,1324,10029,2026-08-29,22645_PF3,22645_PF3,41,0.0,0,6,0,3.54,True
998_1003_1_20940_21231,998,1003,2026-08-29,20940,21231,1,0.583,6,0,6,19.17,True
998_1003_2_21231_20726,998,1003,2026-08-29,21231,20726,2,0.729,6,1,11,27.67,True
998_1003_3_20726_22317,998,1003,2026-08-29,20726,22317,3,0.948,4,0,15,35.17,True
998_1003_4_22317_22286,998,1003,2026-08-29,22317,22286,4,0.398,8,4,19,38.5,True
998_1003_5_22286_21572,998,1003,2026-08-29,22286,21572,5,0.41,0,1,18,36.0,True
998_1003_6_21572_21173,998,1003,2026-08-29,21572,21173,6,0.62,4,5,17,33.5,True
1324_10030_1_21172_22068,1324,10030,2026-08-29,21172,22068,1,0.638,1,0,1,0.74,True
1324_10030_2_22068_21869,1324,10030,2026-08-29,22068,21869,2,0.53,1,0,2,2.24,True
1324_10030_3_21869_22585,1324,10030,2026-08-29,21869,22585,3,0.552,3,0,5,4.91,True
1324_10030_4_22585_21704,1324,10030,2026-08-29,22585,21704,4,0.914,1,0,6,5.91,True
1324_10030_5_21704_21859,1324,10030,2026-08-29,21704,21859,5,0.552,3,1,8,9.0,True
1324_10030_6_21859_21912,1324,10030,2026-08-29,21859,21912,6,0.968,2,0,10,12.06,True
1324_10030_7_21912_21801,1324,10030,2026-08-29,21912,21801,7,0.396,2,0,12,13.22,True
1324_10030_8_21801_22378,1324,10030,2026-08-29,21801,22378,8,0.267,1,1,12,13.22,True
1324_10030_9_22378_22318,1324,10030,2026-08-29,22378,22318,9,0.3,3,0,15,16.19,True
1324_10030_10_22318_22401,1324,10030,2026-08-29,22318,22401,10,0.297,0,0,15,16.19,True
1324_10030_11_22401_22596,1324,10030,2026-08-29,22401,22596,11,0.311,4,2,17,15.08,True
1324_10030_12_22596_22135,1324,10030,2026-08-29,22596,22135,12,0.588,1,2,16,13.11,True
1324_10030_13_22135_22172,1324,10030,2026-08-29,22135,22172,13,0.614,0,1,15,11.86,True
1324_10030_14_22172_21656,1324,10030,2026-08-29,22172,21656,14,0.492,2,1,16,12.03,True
1324_10030_15_21656_21976,1324,10030,2026-08-29,21656,21976,15,0.277,1,0,17,13.15,True
1324_10030_16_21976_21966,1324,10030,2026-08-29,21976,21966,16,0.205,1,0,18,14.4,True
1324_10030_17_21966_22326,1324,10030,2026-08-29,21966,22326,17,0.349,3,1,20,17.57,True
1324_10030_18_22326_35837,1324,10030,2026-08-29,22326,35837,18,0.313,3,1,22,18.57,True
1324_10030_19_35837_22383,1324,10030,2026-08-29,35837,22383,19,0.227,2,0,24,20.94,True
1324_10030_20_22383_22600,1324,10030,2026-08-29,22383,22600,20,0.504,4,5,23,22.02,True
1324_10030_21_22600_22461,1324,10030,2026-08-29,22600,22461,21,0.236,1,1,23,22.68,True
1324_10030_22_22461_21667,1324,10030,2026-08-29,22461,21667,22,0.654,0,2,21,21.68,True
1324_10030_23_21667_22540,1324,10030,2026-08-29,21667,22540,23,0.414,2,2,21,21.54,True
1324_10030_24_22540_21777,1324,10030,2026-08-29,22540,21777,24,0.61,0,2,19,20.29,True
1324_10030_25_21777_22125,1324,10030,2026-08-29,21777,22125,25,0.738,0,1,18,18.86,True
1324_10030_26_22125_22429,1324,10030,2026-08-29,22125,22429,26,0.372,0,1,17,17.44,True
1324_10030_27_22429_22187,1324,10030,2026-08-29,22429,22187,27,0.262,1,3,15,14.63,True
1324_10030_28_22187_22366,1324,10030,2026-08-29,22187,22366,28,0.675,1,3,13,13.39,True
1324_10030_29_22366_21847,1324,10030,2026-08-29,22366,21847,29,0.53,1,1,13,15.03,True
1324_10030_30_21847_22556,1324,10030,2026-08-29,21847,22556,30,0.429,2,1,14,16.69,True
1324_10030_31_22556_27778,1324,10030,2026-08-29,22556,27778,31,0.814,2,3,13,17.5,True
1324_10030_32_27778_38787,1324,10030,2026-08-29,27778,38787,32,0.159,3,0,16,22.86,True
1324_10030_33_38787_21739,1324,10030,2026-08-29,38787,21739,33,0.453,0,0,16,22.86,True
1324_10030_34_21739_22088,1324,10030,2026-08-29,21739,22088,34,0.636,0,2,14,20.36,True
1324_10030_35_22088_22514,1324,10030,2026-08-29,22088,22514,35,0.618,1,1,14,19.53,True
1324_10030_36_22514_22182,1324,10030,2026-08-29,22514,22182,36,0.794,0,5,9,12.47,True
1324_10030_37_22182_22458,1324,10030,2026-08-29,22182,22458,37,0.626,1,0,10,14.47,True
1324_10030_38_22458_22267,1324,10030,2026-08-29,22458,22267,38,0.456,2,3,9,14.24,True
1324_10030_39_22267_22185,1324,10030,2026-08-29,22267,22185,39,0.576,2,3,8,9.72,True
1324_10030_40_22185_22645_PF3,1324,10030,2026-08-29,22185,22645_PF3,40,0.745,1,1,8,8.08,True
1324_10030_41_22645_PF3_22645_PF3,1324,10030,2026-08-29,22645_PF3,22645_PF3,41,0.0,0,8,0,3.25,True
1324_10031_1_21172_22068,1324,10031,2026-08-29,21172,22068,1,0.638,0,0,0,0.0,True
1324_10031_2_22068_21869,1324,10031,2026-08-29,22068,21869,2,0.53,0,0,0,0.0,True
1324_10031_3_21869_22585,1324,10031,2026-08-29,21869,22585,3,0.552,2,0,2,1.67,True
1324_10031_4_22585_21704,1324,10031,2026-08-29,22585,21704,4,0.914,3,0,5,5.36,True
1324_10031_5_21704_21859,1324,10031,2026-08-29,21704,21859,5,0.552,3,0,8,8.28,True
1324_10031_6_21859_21912,1324,10031,2026-08-29,21859,21912,6,0.968,1,0,9,9.64,True
1324_10031_7_21912_21801,1324,10031,2026-08-29,21912,21801,7,0.396,1,0,10,11.31,True
1324_10031_8_21801_22378,1324,10031,2026-08-29,21801,22378,8,0.267,3,1,12,12.14,True
1324_10031_9_22378_22318,1324,10031,2026-08-29,22378,22318,9,0.3,0,0,12,12.14,True
1324_10031_10_22318_22401,1324,10031,2026-08-29,22318,22401,10,0.297,2,1,13,13.73,True
1324_10031_11_22401_22596,1324,10031,2026-08-29,22401,22596,11,0.311,2,1,14,14.24,True
1324_10031_12_22596_22135,1324,10031,2026-08-29,22596,22135,12,0.588,1,1,14,14.24,True
1324_10031_13_22135_22172,1324,10031,2026-08-29,22135,22172,13,0.614,2,1,15,15.23,True
1324_10031_14_22172_21656,1324,10031,2026-08-29,22172,21656,14,0.492,1,2,14,13.59,True
1324_10031_15_21656_21976,1324,10031,2026-08-29,21656,21976,15,0.277,2,4,12,9.65,True
1324_10031_16_21976_21966,1324,10031,2026-08-29,21976,21966,16,0.205,1,0,13,10.9,True
1324_10031_17_21966_22326,1324,10031,2026-08-29,21966,22326,17,0.349,2,1,14,11.83,True
1324_10031_18_22326_35837,1324,10031,2026-08-29,22326,35837,18,0.313,2,1,15,12.83,True
1324_10031_19_35837_22383,1324,10031,2026-08-29,35837,22383,19,0.227,0,1,14,11.58,True
1324_10031_20_22383_22600,1324,10031,2026-08-29,22383,22600,20,0.504,2,1,15,13.5,True
1324_10031_21_22600_22461,1324,10031,2026-08-29,22600,22461,21,0.236,3,1,17,17.96,True
1324_10031_22_22461_21667,1324,10031,2026-08-29,22461,21667,22,0.654,4,2,19,20.97,True
1324_10031_23_21667_22540,1324,10031,2026-08-29,21667,22540,23,0.414,1,2,18,20.53,True
1324_10031_24_22540_21777,1324,10031,2026-08-29,22540,21777,24,0.61,1,0,19,22.2,True
1324_10031_25_21777_22125,1324,10031,2026-08-29,21777,22125,25,0.738,1,0,20,23.26,True
1324_10031_26_22125_22429,1324,10031,2026-08-29,22125,22429,26,0.372,3,3,20,20.17,True
1324_10031_27_22429_22187,1324,10031,2026-08-29,22429,22187,27,0.262,1,2,19,18.37,True
1324_10031_28_22187_22366,1324,10031,2026-08-29,22187,22366,28,0.675,1,3,17,17.66,True
1324_10031_29_22366_21847,1324,10031,2026-08-29,22366,21847,29,0.53,2,2,17,19.54,True
1324_10031_30_21847_22556,1324,10031,2026-08-29,21847,22556,30,0.429,0,2,15,17.27,True
1324_10031_31_22556_27778,1324,10031,2026-08-29,22556,27778,31,0.814,2,0,17,20.3,True
1324_10031_32_27778_38787,1324,10031,2026-08-29,27778,38787,32,0.159,1,2,16,19.31,True
1324_10031_33_38787_21739,1324,10031,2026-08-29,38787,21739,33,0.453,1,1,16,19.52,True
1324_10031_34_21739_22088,1324,10031,2026-08-29,21739,22088,34,0.636,2,2,16,21.81,True
1324_10031_35_22088_22514,1324,10031,2026-08-29,22088,22514,35,0.618,1,0,17,23.24,True
1324_10031_36_22514_22182,1324,10031,2026-08-29,22514,22182,36,0.794,2,1,18,25.03,True
1324_10031_37_22182_22458,1324,10031,2026-08-29,22182,22458,37,0.626,1,1,18,26.33,True
1324_10031_38_22458_22267,1324,10031,2026-08-29,22458,22267,38,0.456,0,3,15,23.47,True
1324_10031_39_22267_22185,1324,10031,2026-08-29,22267,22185,39,0.576,3,2,16,25.3,True
1324_10031_40_22185_22645_PF3,1324,10031,2026-08-29,22185,22645_PF3,40,0.745,0,4,12,19.4,True
1324_10031_41_22645_PF3_22645_PF3,1324,10031,2026-08-29,22645_PF3,22645_PF3,41,0.0,0,12,0,11.53,True
1324_10032_1_21172_22068,1324,10032,2026-08-29,21172,22068,1,0.638,5,0,5,6.84,True
1324_10032_2_22068_21869,1324,10032,2026-08-29,22068,21869,2,0.53,2,0,7,11.49,True
1324_10032_3_21869_22585,1324,10032,2026-08-29,21869,22585,3,0.552,3,0,10,15.2,True
1324_10032_4_22585_21704,1324,10032,2026-08-29,22585,21704,4,0.914,2,1,11,16.77,True
1324_10032_5_21704_21859,1324,10032,2026-08-29,21704,21859,5,0.552,3,0,14,21.04,True
1324_10032_6_21859_21912,1324,10032,2026-08-29,21859,21912,6,0.968,2,1,15,19.79,True
1324_10032_7_21912_21801,1324,10032,2026-08-29,21912,21801,7,0.396,1,0,16,20.74,True
1324_10032_8_21801_22378,1324,10032,2026-08-29,21801,22378,8,0.267,0,0,16,20.74,True
1324_10032_9_22378_22318,1324,10032,2026-08-29,22378,22318,9,0.3,0,2,14,16.72,True
1324_10032_10_22318_22401,1324,10032,2026-08-29,22318,22401,10,0.297,5,2,17,19.8,True
1324_10032_11_22401_22596,1324,10032,2026-08-29,22401,22596,11,0.311,3,0,20,24.61,True
1324_10032_12_22596_22135,1324,10032,2026-08-29,22596,22135,12,0.588,1,1,20,24.02,True
1324_10032_13_22135_22172,1324,10032,2026-08-29,22135,22172,13,0.614,2,3,19,20.6,True
1324_10032_14_22172_21656,1324,10032,2026-08-29,22172,21656,14,0.492,2,2,19,21.18,True
1324_10032_15_21656_21976,1324,10032,2026-08-29,21656,21976,15,0.277,1,2,18,19.56,True
1324_10032_16_21976_21966,1324,10032,2026-08-29,21976,21966,16,0.205,1,0,19,20.56,True
1324_10032_17_21966_22326,1324,10032,2026-08-29,21966,22326,17,0.349,2,3,18,18.9,True
1324_10032_18_22326_35837,1324,10032,2026-08-29,22326,35837,18,0.313,1,1,18,19.1,True
1324_10032_19_35837_22383,1324,10032,2026-08-29,35837,22383,19,0.227,1,1,18,19.27,True
1324_10032_20_22383_22600,1324,10032,2026-08-29,22383,22600,20,0.504,1,1,18,19.5,True
1324_10032_21_22600_22461,1324,10032,2026-08-29,22600,22461,21,0.236,0,1,17,18.5,True
1324_10032_22_22461_21667,1324,10032,2026-08-29,22461,21667,22,0.654,2,2,17,19.11,True
1324_10032_23_21667_22540,1324,10032,2026-08-29,21667,22540,23,0.414,2,2,17,19.99,True
1324_10032_24_22540_21777,1324,10032,2026-08-29,22540,21777,24,0.61,5,0,22,25.91,True
1324_10032_25_21777_22125,1324,10032,2026-08-29,21777,22125,25,0.738,0,1,21,24.24,True
1324_10032_26_22125_22429,1324,10032,2026-08-29,22125,22429,26,0.372,2,2,21,24.93,True
1324_10032_27_22429_22187,1324,10032,2026-08-29,22429,22187,27,0.262,3,3,21,24.98,True
1324_10032_28_22187_22366,1324,10032,2026-08-29,22187,22366,28,0.675,1,2,20,25.56,True
1324_10032_29_22366_21847,1324,10032,2026-08-29,22366,21847,29,0.53,2,2,20,25.5,True
1324_10032_30_21847_22556,1324,10032,2026-08-29,21847,22556,30,0.429,3,0,23,30.08,True
1324_10032_31_22556_27778,1324,10032,2026-08-29,22556,27778,31,0.814,1,7,17,23.08,True
1324_10032_32_27778_38787,1324,10032,2026-08-29,27778,38787,32,0.159,2,0,19,26.25,True
1324_10032_33_38787_21739,1324,10032,2026-08-29,38787,21739,33,0.453,0,1,18,24.82,True
1324_10032_34_21739_22088,1324,10032,2026-08-29,21739,22088,34,0.636,0,2,16,22.67,True
1324_10032_35_22088_22514,1324,10032,2026-08-29,22088,22514,35,0.618,0,2,14,19.5,True
1324_10032_36_22514_22182,1324,10032,2026-08-29,22514,22182,36,0.794,0,1,13,18.56,True
1324_10032_37_22182_22458,1324,10032,2026-08-29,22182,22458,37,0.626,0,1,12,17.06,True
1324_10032_38_22458_22267,1324,10032,2026-08-29,22458,22267,38,0.456,0,3,9,12.83,True
1324_10032_39_22267_22185,1324,10032,2026-08-29,22267,22185,39,0.576,0,3,6,7.86,True
1324_10032_40_22185_22645_PF3,1324,10032,2026-08-29,22185,22645_PF3,40,0.745,0,0,6,7.86,True
1324_10032_41_22645_PF3_22645_PF3,1324,10032,2026-08-29,22645_PF3,22645_PF3,41,0.0,0,6,0,4.25,True
1324_10033_1_21172_22068,1324,10033,2026-08-29,21172,22068,1,0.638,5,0,5,7.41,True
1324_10033_2_22068_21869,1324,10033,2026-08-29,22068,21869,2,0.53,3,0,8,10.04,True
1324_10033_3_21869_22585,1324,10033,2026-08-29,21869,22585,3,0.552,3,0,11,12.83,True
1324_10033_4_22585_21704,1324,10033,2026-08-29,22585,21704,4,0.914,2,0,13,16.71,True
1324_10033_5_21704_21859,1324,10033,2026-08-29,21704,21859,5,0.552,2,0,15,18.21,True
1324_10033_6_21859_21912,1324,10033,2026-08-29,21859,21912,6,0.968,2,2,15,16.96,True
1324_10033_7_21912_21801,1324,10033,2026-08-29,21912,21801,7,0.396,3,0,18,19.07,True
1324_10033_8_21801_22378,1324,10033,2026-08-29,21801,22378,8,0.267,2,0,20,21.13,True
1324_10033_9_22378_22318,1324,10033,2026-08-29,22378,22318,9,0.3,1,1,20,20.92,True
1324_10033_10_22318_22401,1324,10033,2026-08-29,22318,22401,10,0.297,3,2,21,21.98,True
1324_10033_11_22401_22596,1324,10033,2026-08-29,22401,22596,11,0.311,3,0,24,25.19,True
1324_10033_12_22596_22135,1324,10033,2026-08-29,22596,22135,12,0.588,5,2,27,25.43,True
1324_10033_13_22135_22172,1324,10033,2026-08-29,22135,22172,13,0.614,2,2,27,24.21,True
1324_10033_14_22172_21656,1324,10033,2026-08-29,22172,21656,14,0.492,2,3,26,22.71,True
1324_10033_15_21656_21976,1324,10033,2026-08-29,21656,21976,15,0.277,2,2,26,23.83,True
1324_10033_16_21976_21966,1324,10033,2026-08-29,21976,21966,16,0.205,2,2,26,23.2,True
1324_10033_17_21966_22326,1324,10033,2026-08-29,21966,22326,17,0.349,1,2,25,22.17,True
1324_10033_18_22326_35837,1324,10033,2026-08-29,22326,35837,18,0.313,0,4,21,17.55,True
1324_10033_19_35837_22383,1324,10033,2026-08-29,35837,22383,19,0.227,5,0,26,24.64,True
1324_10033_20_22383_22600,1324,10033,2026-08-29,22383,22600,20,0.504,2,1,27,24.78,True
1324_10033_21_22600_22461,1324,10033,2026-08-29,22600,22461,21,0.236,2,1,28,24.28,True
1324_10033_22_22461_21667,1324,10033,2026-08-29,22461,21667,22,0.654,1,3,26,23.3,True
1324_10033_23_21667_22540,1324,10033,2026-08-29,21667,22540,23,0.414,2,2,26,22.18,True
1324_10033_24_22540_21777,1324,10033,2026-08-29,22540,21777,24,0.61,0,2,24,18.43,True
1324_10033_25_21777_22125,1324,10033,2026-08-29,21777,22125,25,0.738,1,3,22,17.41,True
1324_10033_26_22125_22429,1324,10033,2026-08-29,22125,22429,26,0.372,0,3,19,13.98,True
1324_10033_27_22429_22187,1324,10033,2026-08-29,22429,22187,27,0.262,0,3,16,13.17,True
1324_10033_28_22187_22366,1324,10033,2026-08-29,22187,22366,28,0.675,0,3,13,9.4,True
1324_10033_29_22366_21847,1324,10033,2026-08-29,22366,21847,29,0.53,2,1,14,12.7,True
1324_10033_30_21847_22556,1324,10033,2026-08-29,21847,22556,30,0.429,1,0,15,14.13,True
1324_10033_31_22556_27778,1324,10033,2026-08-29,22556,27778,31,0.814,3,1,17,18.21,True
1324_10033_32_27778_38787,1324,10033,2026-08-29,27778,38787,32,0.159,3,2,18,22.94,True
1324_10033_33_38787_21739,1324,10033,2026-08-29,38787,21739,33,0.453,0,0,18,22.94,True
1324_10033_34_21739_22088,1324,10033,2026-08-29,21739,22088,34,0.636,2,2,18,23.89,True
1324_10033_35_22088_22514,1324,10033,2026-08-29,22088,22514,35,0.618,1,0,19,25.89,True
1324_10033_36_22514_22182,1324,10033,2026-08-29,22514,22182,36,0.794,2,2,19,26.13,True
1324_10033_37_22182_22458,1324,10033,2026-08-29,22182,22458,37,0.626,1,5,15,22.32,True
1324_10033_38_22458_22267,1324,10033,2026-08-29,22458,22267,38,0.456,0,1,14,21.42,True
1324_10033_39_22267_22185,1324,10033,2026-08-29,22267,22185,39,0.576,0,2,12,19.61,True
1324_10033_40_22185_22645_PF3,1324,10033,2026-08-29,22185,22645_PF3,40,0.745,0,3,9,14.54,True
